--------------------------------------------------------------------------
Intel(R) SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Post Processed using SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Post Processed Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Copyright (c) 2023 Intel Corporation. All Rights Reserved.
Platform power analysis tool for use with Intel processors/chipsets/platforms.
*Other names and brands may be claimed as the property of others. 
--------------------------------------------------------------------------

Command line options: -f cpu-cstate -m -r int -o TRACE_FIXED_C6_ENABLED_SMT_DISABLED/State=enable/fixed/Pre-req=false/Pre-req-interval=100/Sleep=10000/Warmup-requests=0//Socwatch 

Program Started: N/A
Data Collection Started: 2024-04-02 23:03:44 GMT 
Nano Clock Frequency (MHz): 1000 
CPU Base Operating Frequency (MHz): 2200
Collection duration (sec): 0.0897382
Collection begin timestamp: 1712099024718602841
Collection end timestamp: 1712099024808031373

System Name: node0.inter2-no-c220.ucy-cs499-dc-pg0.wisc.cloudlab.us
Operating System: Linux [5.15.0-86-generic]
CPU: Skylake Server
CPU ID (family.model.stepping): 0x6.0x55.0x4
Platform ID: 0b000
Integrated GPU Device: NA
EDRAM Present: No 
Total # of packages: 2 
Total # of cores: 20 
Total # of logical processors: 20

WARNING: unsupported PCH detected: 0xa1c1

Package C-State - CPU/Package_0
Sample #, Continuous Time (ms), C-State, Duration (ms)
      32,                 2.67,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
      33,                 2.71,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      34,                 2.76,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      35,                 2.79,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      36,                 2.81,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      37,                 2.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      38,                 2.88,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      39,                18.68,           TIMER, n/a,      -1,     -1,    n/a, unknown,         15.80
      40,                35.41,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,         16.73
      41,                35.47,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
      42,                35.53,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
      43,                37.33,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.79
      44,                41.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      45,                45.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      46,                49.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      47,                53.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      48,                57.33,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      49,                61.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.03
      50,                65.59,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.22
      51,                69.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.76
      52,                70.43,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.08
      53,                73.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.93
      54,                77.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      55,                81.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      56,                85.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      57,                87.72,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.36

Wakeups - CPU/Package_0/Die_0/Core_11
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,                       Name, Duration (ms)
       1,                 1.32,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          1.32
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.22
       3,                 1.57,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
       4,                 1.59,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
       5,                 1.62,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
       6,                 1.65,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
       7,                 1.67,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
       8,                 1.70,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
       9,                 1.72,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      10,                 1.75,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      11,                 1.77,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      12,                 1.80,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      13,                 1.82,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      14,                 1.84,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      15,                 1.88,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      16,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      17,                 1.93,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      18,                 1.96,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.04
      19,                 2.01,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.05
      20,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      21,                 2.06,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      22,                 2.10,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      23,                 2.13,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      24,                 2.15,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      25,                 2.17,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      26,                 2.20,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      27,                 2.22,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      28,                 2.25,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      29,                 2.28,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      30,                 2.37,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.08
      31,                 2.40,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.04
      32,                 2.43,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      33,                 2.45,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      34,                 2.49,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.05
      35,                 2.51,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      36,                 2.55,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      37,                 2.56,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.01
      38,                 2.59,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      39,                 2.61,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      40,                 2.67,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.06
      41,                 2.71,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.04
      42,                 2.77,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.06
      43,                 2.79,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      44,                 2.81,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      45,                 2.86,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.05
      46,                 2.89,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.04
      47,                30.86,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,         27.97
      48,                32.30,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,          1.44
      49,                32.44,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,          0.14
      50,                33.35,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          0.91
      51,                37.34,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          3.99
      52,                41.32,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          3.98
      53,                45.34,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          4.01
      54,                49.34,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          4.01
      55,                53.34,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          4.00
      56,                56.47,             IRQ, 197,     n/a,    n/a,    n/a, 30933002-edge eno1-TxRx-10,          3.13
      57,                57.35,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          0.88
      58,                61.35,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          4.00
      59,                65.58,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          4.24
      60,                69.35,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,          3.76
      61,                87.71,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,         18.36

Wakeups - CPU/Package_0/Die_0/Core_12
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.33,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          1.33
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.21
       3,                 1.57,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
       4,                 1.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
       5,                 1.65,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       6,                 1.67,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       7,                 1.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
       8,                 1.77,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
       9,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.13
